lat,long,cityName,cityId
43.316789,12.987123,Cerreto D'Esi,3179037
43.33135,12.742284,Sigillo,3166541
43.375155,13.079069,Poggio San Vicino,3170434
43.447683,13.01386,Serra San Quirico,3166655
43.252208,12.947827,Esanatoglia,3177349
43.429655,12.934965,Genga,3176228
43.432655,12.857263,Sassoferrato,3167068
43.297628,12.75988,Fossato Di Vico,3176635
43.231652,12.780962,Gualdo Tadino,6536873
43.25656,13.010514,Matelica,3173722
